gender id vowel F1 F2 F3 Dur
g 13 er 561 1692 2358 288
g 14 er 603 1663 1983 312
g 15 er 707 1706 2245 331
g 17 er 667 1688 2246 269
g 18 er 611 2033 2522 287
g 19 er 670 1899 2323 197
g 20 er 627 1628 2058 286
g 21 er 620 1689 2361 262
m 01 ih 370 2161 2757 268
m 02 ih 384 2039 2523 183
m 03 ih 411 1932 2569 262
m 04 ih 441 2045 2694 227
m 06 ih 441 2080 2721 159
m 07 ih 363 2269 2935 190
m 08 ih 390 1948 2566 235
m 09 ih 385 1843 2696 221
m 10 ih 440 1954 2587 186
m 11 ih 470 1959 2697 301
m 13 ih 411 2034 2795 164
m 14 ih 444 2154 2659 249
m 16 ih 424 1913 2556 134
m 17 ih 419 2076 2602 169
m 18 ih 491 1958 2782 179
m 19 ih 486 2061 2719 194
m 20 ih 433 2012 2855 221
m 21 ih 418 1964 2432 145
m 22 ih 452 2062 2736 220
m 23 ih 463 2018 2688 207
m 24 ih 501 1971 2734 202
m 25 ih 427 1974 2608 176
m 26 ih 439 1951 2622 197
m 27 ih 453 2013 2660 188
m 28 ih 469 2128 2744 160
m 29 ih 404 2107 2677 145
m 30 ih 383 2167 2726 178
m 31 ih 440 2119 2694 134
m 32 ih 438 2049 2609 154
m 33 ih 437 1960 2596 204
m 34 ih 379 1942 2658 172
m 35 ih 397 1985 2615 226
m 36 ih 428 1999 2849 174
m 37 ih 434 1872 2543 147
m 38 ih 427 2140 2626 142
m 39 ih 440 2082 2767 168
m 40 ih 431 2071 2671 194
m 41 ih 437 1915 2687 185
m 42 ih 474 1956 2762 191
m 44 ih 433 2012 2708 204
m 45 ih 432 2494 3137 224
m 47 ih 396 1810 2504 244
m 48 ih 429 1962 2554 182
m 49 ih 416 2296 2995 177
m 50 ih 441 2068 2594 198
w 01 ih 496 2260 3027 176
w 02 ih 446 2444 2956 356
w 03 ih 486 2332 2925 197
w 04 ih 502 2391 3071 356
w 05 ih 497 2379 3074 266
w 06 ih 531 2174 2984 266
w 07 ih 535 2380 2930 285
w 08 ih 498 2654 3391 180
w 09 ih 500 2272 3028 218
w 10 ih 471 2277 2884 249
w 11 ih 453 2427 2932 320
w 12 ih 489 2603 3353 246
w 13 ih 555 2216 2812 219
w 14 ih 491 2316 2934 209
w 15 ih 485 2129 2967 218
w 16 ih 457 2590 3232 290
w 17 ih 474 2362 2830 203
w 19 ih 501 2355 3161 256
w 20 ih 449 2173 2840 240
w 21 ih 458 2143 2986 345
w 22 ih 440 2394 3136 171
w 23 ih 535 2134 2929 227
w 24 ih 516 2567 3485 258
w 25 ih 552 2453 3346 302
w 26 ih 455 2304 2999 209
w 27 ih 515 2378 3063 197
w 28 ih 504 2334 3063 167
w 29 ih 544 2570 3135 219
w 30 ih 501 2449 3185 208
w 31 ih 431 2190 3060 261
w 32 ih 478 2157 2793 213
w 33 ih 556 2541 3684 227
w 34 ih 486 2454 3106 175
w 35 ih 442 2472 3010 176
w 36 ih 486 2253 3212 353
w 37 ih 440 2453 3123 363
w 38 ih 477 2554 3296 239
w 39 ih 436 2559 3104 247
w 40 ih 501 2292 2863 227
w 41 ih 443 2644 3306 200
w 42 ih 489 2175 2990 170
w 44 ih 451 2247 2929 266
w 45 ih 442 2316 2899 287
w 46 ih 449 2492 3040 252
w 47 ih 444 2237 2711 208
w 48 ih 498 2234 2876 209
w 49 ih 463 2603 2991 216
w 50 ih 499 2384 3091 245
b 01 ih 551 2393 3324 197
b 02 ih 563 2608 3476 239
b 03 ih 571 2689 3572 284
b 04 ih 513 2447 3454 268
b 05 ih 479 2449 3200 209
b 07 ih 590 2354 3416 268
b 08 ih 447 2784 3287 205
b 09 ih 536 2319 3351 232
b 10 ih 529 2649 3280 263
b 11 ih 522 2387 3297 227
b 12 ih 548 2592 3485 305
b 13 ih 491 2409 3166 253
b 14 ih 470 2505 3377 177
b 15 ih 564 2515 3537 255
b 16 ih 562 2549 3101 290
b 17 ih 499 2230 3249 276
b 18 ih 535 2190 2998 196
b 19 ih 520 2695 3373 263
b 21 ih 506 2432 3008 300
b 22 ih 489 2544 3720 187
b 23 ih 559 2753 3502 205
b 24 ih 447 2645 3302 137
b 25 ih 479 2492 3187 249
b 26 ih 481 2567 3550 316
b 27 ih 551 2362 3354 174
b 28 ih 490 2449 3330 194
b 29 ih 503 2433 3150 294
g 01 ih 495 2574 3362 233
g 02 ih 557 2634 3691 197
g 04 ih 558 2427 3502 313
g 05 ih 441 2728 3285 323
g 06 ih 488 2623 3549 150
g 07 ih 506 2432 3262 311
g 08 ih 517 2619 3499 378
g 09 ih 515 2828 3627 308
g 10 ih 518 2870 3681 241
g 11 ih 499 2437 3758 250
g 12 ih 533 2762 3466 240
g 13 ih 508 2642 3494 273
g 14 ih 435 2623 3084 311
g 15 ih 497 2684 3546 337
g 17 ih 504 2408 3422 212
g 18 ih 557 2664 3468 267
g 19 ih 550 2625 3774 168
g 20 ih 489 2730 3763 220
g 21 ih 444 2846 3518 170
m 01 iy 328 2418 2939 339
m 02 iy 305 2320 3072 236
m 03 iy 331 2311 2865 315
m 04 iy 353 2385 3400 240
m 06 iy 367 2390 2777 241
m 07 iy 346 2379 3217 259
m 08 iy 312 2402 2849 298
m 09 iy 355 2049 2921 341
m 10 iy 320 2300 3038 223
m 11 iy 315 2253 2886 323
m 13 iy 327 2257 2943 229
m 14 iy 329 2514 3073 256
m 16 iy 311 2274 2510 179
m 17 iy 322 2282 2746 261
m 18 iy 364 2366 3042 273
m 19 iy 350 2462 2921 232
m 20 iy 314 2368 3378 263
m 21 iy 328 2123 3444 153
m 22 iy 372 2280 2710 251
m 23 iy 367 2244 3042 265
m 24 iy 381 2515 3059 241
m 25 iy 352 2254 2888 268
m 26 iy 323 2269 2943 271
m 27 iy 338 2329 2945 218
m 28 iy 368 2509 2893 194
m 29 iy 309 2385 3219 161
m 30 iy 307 2405 3442 282
m 31 iy 312 2319 2865 202
m 32 iy 327 2378 2999 205
m 33 iy 314 2506 2963 254
m 34 iy 365 2119 2883 200
m 35 iy 327 2143 2881 268
m 36 iy 362 2103 3074 219
m 37 iy 392 2127 2874 195
m 38 iy 308 2190 2819 187
m 39 iy 373 2207 3191 235
m 40 iy 343 2502 3035 231
m 41 iy 394 2300 2827 221
m 42 iy 373 2214 3134 286
m 44 iy 312 2307 2834 291
m 45 iy 420 2600 NaN 234
m 47 iy 315 2052 3005 228
m 48 iy 366 2504 NaN 216
m 49 iy 370 2536 3332 246
m 50 iy 354 2375 3150 228
w 01 iy 441 2806 3260 232
w 02 iy 435 2890 3667 380
w 03 iy 380 2703 3087 289
w 04 iy 428 2767 3627 364
w 05 iy 346 2703 3510 305
w 06 iy 439 2676 3291 332
w 07 iy 394 2689 3058 281
w 08 iy 493 2967 3496 297
w 09 iy 442 2850 3157 246
w 10 iy 477 2866 3236 324
w 11 iy 408 2627 3064 433
w 12 iy 435 2868 3625 359
w 13 iy 438 2813 3532 336
w 14 iy 440 2706 3404 261
w 15 iy 455 2797 3129 321
w 16 iy 443 2944 3546 278
w 17 iy 429 2698 3509 240
w 19 iy 492 2695 3371 302
w 20 iy 382 2563 3477 287
w 21 iy 434 2512 2998 353
w 22 iy 435 2621 3116 304
w 23 iy 433 2634 3307 307
w 24 iy 531 2996 3831 334
w 25 iy 467 3009 NaN 346
w 26 iy 375 2577 3276 336
w 27 iy 497 2795 3266 250
w 28 iy 495 2910 NaN 222
w 29 iy 508 2731 3669 284
w 30 iy 452 2754 3511 306
w 31 iy 461 2359 3218 316
w 32 iy 433 2720 3035 261
w 33 iy 505 2982 3741 257
w 34 iy 434 2854 3614 236
w 35 iy 426 2775 3535 276
w 36 iy 424 2692 3336 324
w 37 iy 380 2816 3312 396
w 38 iy 439 2927 3283 276
w 39 iy 430 2606 NaN 338
w 40 iy 383 2733 3326 271
w 41 iy 438 2964 3632 263
w 42 iy 427 2772 3762 376
w 44 iy 437 2555 3583 368
w 45 iy 431 2522 3008 326
w 46 iy 331 3049 3736 316
w 47 iy 440 2757 3175 336
w 48 iy 489 2641 2952 279
w 49 iy 419 2874 3367 290
w 50 iy 437 2778 3139 314
b 01 iy 554 3022 3541 237
b 02 iy 344 3193 3579 317
b 03 iy 441 3081 3975 277
b 04 iy 509 2873 3475 318
b 05 iy 475 3203 NaN 242
b 07 iy 488 3063 4430 310
b 08 iy 434 3127 3566 241
b 09 iy 501 2760 3262 296
b 10 iy 424 3198 3818 266
b 11 iy 429 2984 3348 254
b 12 iy 516 3126 3621 349
b 13 iy 476 2772 3371 234
b 14 iy 421 3337 NaN 327
b 15 iy 446 3011 3587 329
b 16 iy 428 3070 NaN 324
b 17 iy 493 2811 NaN 331
b 18 iy 504 2803 3130 269
b 19 iy 442 3135 NaN 288
b 21 iy 427 2952 3556 398
b 22 iy 475 2916 3399 325
b 23 iy 366 3207 3722 277
b 24 iy 424 3199 3815 205
b 25 iy 382 2987 NaN 309
b 26 iy 441 3079 3474 342
b 27 iy 410 2874 3505 241
b 28 iy 361 2938 3810 268
b 29 iy 366 3024 3867 269
g 01 iy 389 3068 3544 314
g 02 iy 498 3451 4100 248
g 04 iy 463 3225 3699 324
g 05 iy 475 3320 NaN 305
g 06 iy 478 2997 3755 230
g 07 iy 457 2776 4268 386
g 08 iy 507 3319 3823 390
g 09 iy 503 3256 4056 399
g 10 iy 456 3389 4027 292
g 11 iy 465 2875 3699 282
g 12 iy 436 3340 3862 304
g 13 iy 464 3104 3692 396
g 14 iy 432 2688 3161 320
g 15 iy 477 3266 3889 357
g 17 iy 466 3004 3634 266
g 18 iy 436 3443 3843 343
g 19 iy 479 3093 3755 193
g 20 iy 469 3278 4165 243
g 21 iy 472 3120 3574 258
m 01 oa 509 989 2561 369
m 02 oa 519 891 2532 261
m 03 oa 496 863 2548 417
m 04 oa 441 862 2455 300
m 06 oa 524 1000 2432 263
m 07 oa 515 1126 2455 266
m 08 oa 500 868 2552 285
m 09 oa 503 950 2680 340
m 10 oa 476 1016 2502 269
m 11 oa 496 867 2380 374
m 13 oa 486 826 2631 268
m 14 oa 491 1065 2383 269
m 16 oa 434 862 2561 214
m 17 oa 439 699 2107 272
m 18 oa 454 745 2623 337
m 19 oa 566 997 2748 247
m 20 oa 534 1002 2293 319
m 21 oa 499 859 2080 204
m 22 oa 520 987 2573 287
m 23 oa 461 801 2442 279
m 24 oa 543 1009 2326 233
m 25 oa 494 925 2235 261
m 26 oa 436 865 2377 275
m 27 oa 533 900 2435 246
m 28 oa 530 1000 2652 213
m 29 oa 509 896 2354 238
m 30 oa 376 659 2572 301
m 31 oa 457 870 2566 175
m 32 oa 487 804 2508 198
m 33 oa 502 879 2465 260
m 34 oa 499 883 2618 243
m 35 oa 465 969 2364 317
m 36 oa 496 908 2435 230
m 37 oa 437 861 2160 211
m 38 oa 548 1067 2480 209
m 39 oa 444 815 2375 252
m 40 oa 522 911 2461 256
m 41 oa 554 1005 2369 229
m 42 oa 528 792 2481 289
m 44 oa 555 1019 2611 282
m 45 oa 552 924 2565 247
m 47 oa 473 820 2308 293
m 48 oa 499 927 2493 232
m 49 oa 495 938 2519 188
m 50 oa 601 1045 2396 251
w 01 oa 557 1135 2961 302
w 02 oa 432 1013 2690 422
w 03 oa 624 1130 2881 274
w 04 oa 627 1314 2911 410
w 05 oa 443 879 2532 376
w 06 oa 580 995 2637 353
w 07 oa 621 1025 2704 262
w 08 oa 506 1257 2957 304
w 09 oa 538 998 2796 257
w 10 oa 453 980 2854 363
w 11 oa 597 1150 2751 372
w 12 oa 688 1185 2748 319
w 13 oa 631 1181 2458 315
w 14 oa 636 1041 2862 264
w 15 oa 449 924 2694 357
w 16 oa 612 1026 2896 346
w 17 oa 616 1034 2785 298
w 19 oa 631 1185 2942 340
w 20 oa 504 1047 2749 317
w 21 oa 469 934 2571 374
w 22 oa 578 1061 2882 334
w 23 oa 560 987 2311 345
w 24 oa 508 991 3121 362
w 25 oa 658 1045 2928 443
w 26 oa 498 970 2876 378
w 27 oa 582 946 2704 265
w 28 oa 613 1184 3063 225
w 29 oa 636 981 2944 285
w 30 oa 636 1096 2684 313
w 31 oa 584 936 2985 363
w 32 oa 499 1046 2697 239
w 33 oa 504 990 3324 277
w 34 oa 453 880 2924 254
w 35 oa 641 1195 2890 309
w 36 oa 620 1057 2833 340
w 37 oa 563 1198 3046 406
w 38 oa 632 1108 2869 296
w 39 oa 430 820 2783 353
w 40 oa 438 812 3068 305
w 41 oa 450 889 2904 288
w 42 oa 444 987 2727 318
w 44 oa 435 862 2516 347
w 45 oa 608 1007 2866 323
w 46 oa 568 1112 2827 350
w 47 oa 624 1109 2691 380
w 48 oa 522 923 2871 282
w 49 oa 444 803 3233 315
w 50 oa 720 1277 2812 361
b 01 oa 693 1235 2850 267
b 02 oa 557 1106 2808 336
b 03 oa 624 1456 2933 310
b 04 oa 685 1128 3181 322
b 05 oa 589 1050 3083 247
b 07 oa 641 1243 3443 311
b 08 oa 554 896 2870 341
b 09 oa 516 1181 3079 210
b 10 oa 623 1241 2770 316
b 11 oa 591 1168 2769 270
b 12 oa 716 NaN 2864 403
b 13 oa 586 1217 3041 259
b 14 oa 623 1044 3142 263
b 15 oa 562 1051 3094 394
b 16 oa 588 1063 3228 315
b 17 oa 581 1115 2924 290
b 18 oa 613 1236 2766 260
b 19 oa 548 1062 2926 335
b 21 oa 584 936 2679 397
b 22 oa 588 1117 2848 370
b 23 oa 557 1065 3040 314
b 24 oa 615 NaN 2691 216
b 25 oa 625 1100 2747 292
b 26 oa 646 1244 3023 338
b 27 oa 658 1272 2944 264
b 28 oa 616 1047 2669 293
b 29 oa 578 1122 2833 267
g 01 oa 571 1243 2854 263
g 02 oa 683 1038 3200 295
g 04 oa 583 1352 3140 380
g 05 oa 678 1306 3202 380
g 06 oa 483 903 2954 268
g 07 oa 492 927 2671 442
g 08 oa 536 789 2863 309
g 09 oa 561 1151 2996 423
g 10 oa 630 1491 3010 338
g 11 oa 455 923 3258 363
g 12 oa 637 1142 3360 237
g 13 oa 502 960 3274 351
g 14 oa 499 992 3121 330
g 15 oa 577 1217 3225 382
g 17 oa 785 1551 3138 262
g 18 oa 568 1096 2991 300
g 19 oa 688 1197 3184 222
g 20 oa 622 1223 3380 317
g 21 oa 643 1262 3194 246
m 01 oo 450 995 2519 255
m 02 oo 424 992 2249 174
m 03 oo 489 1059 2567 275
m 04 oo 522 1123 2538 210
m 06 oo 468 1115 2492 147
m 07 oo 442 1176 2435 197
m 08 oo 486 1116 2563 241
m 09 oo 442 1205 2580 238
m 10 oo 485 1086 2556 196
m 11 oo 472 1296 2273 275
m 13 oo 459 1036 2625 208
m 14 oo 446 1298 2275 203
m 16 oo 438 1177 2478 150
m 17 oo 438 979 2187 178
m 18 oo 481 1094 2623 166
m 19 oo 499 1127 2684 222
m 20 oo 438 1181 2381 237
m 21 oo 451 1106 2195 147
m 22 oo 470 1202 2555 173
m 23 oo 503 1058 2518 204
m 24 oo 504 1318 2491 210
m 25 oo 507 1183 2309 216
m 26 oo 492 1157 2454 208
m 27 oo 487 994 2299 173
m 28 oo 435 994 2565 146
m 29 oo 491 1246 2336 188
m 30 oo 430 1021 2507 191
m 31 oo 463 1086 2453 111
m 32 oo 500 1067 2435 134
m 33 oo 495 1093 2463 180
m 34 oo 442 1092 2459 160
m 35 oo 466 1375 2478 230
m 36 oo 496 1101 2396 185
m 37 oo 497 1164 2245 159
m 38 oo 436 1154 2300 153
m 39 oo 498 1048 2391 196
m 40 oo 435 1263 2559 168
m 41 oo 468 1064 2383 176
m 42 oo 510 1238 2250 227
m 44 oo 409 965 2490 220
m 45 oo 497 1107 2501 186
m 47 oo 465 1087 2217 219
m 48 oo 441 1181 2326 167
m 49 oo 456 1002 2518 178
m 50 oo 495 1106 2444 205
w 01 oo 489 1357 2937 238
w 02 oo 503 1332 2903 390
w 03 oo 494 1102 2863 265
w 04 oo 509 1323 3122 279
w 05 oo 506 1188 2485 269
w 06 oo 483 987 2679 283
w 07 oo 563 1233 2758 227
w 08 oo 546 1534 2880 210
w 09 oo 500 1200 2783 209
w 10 oo 491 1179 2636 253
w 11 oo 575 1619 2737 332
w 12 oo 502 1322 2951 289
w 13 oo 552 1193 2559 227
w 14 oo 499 1103 2900 227
w 15 oo 501 1189 2647 240
w 16 oo 562 1109 2904 273
w 17 oo 492 1161 2766 202
w 19 oo 505 1404 2774 332
w 20 oo 500 1095 2804 301
w 21 oo 496 1169 2654 370
w 22 oo 458 1042 3007 270
w 23 oo 617 1373 2579 208
w 24 oo 559 1246 3127 245
w 25 oo 509 1244 2980 331
w 26 oo 490 1122 2824 171
w 27 oo 616 1331 2696 167
w 28 oo 521 1428 3156 181
w 29 oo 570 1117 2820 205
w 30 oo 532 1354 2810 216
w 31 oo 482 1124 2704 245
w 32 oo 541 1183 2780 183
w 33 oo 615 1375 3295 187
w 34 oo 579 1392 2760 187
w 35 oo 552 1364 2809 203
w 36 oo 449 1396 2702 328
w 37 oo 464 1169 2985 333
w 38 oo 552 1214 2882 251
w 39 oo 486 1088 2663 236
w 40 oo 516 1019 2890 233
w 41 oo 444 1081 3049 217
w 42 oo 497 1440 2713 246
w 44 oo 499 1144 2511 242
w 45 oo 480 1108 2717 239
w 46 oo 520 1421 2998 265
w 47 oo 498 1162 2708 231
w 48 oo 519 1051 2741 239
w 49 oo 509 1049 3306 217
w 50 oo 553 1135 2859 273
b 01 oo 553 1495 2868 184
b 02 oo 570 1148 2947 253
b 03 oo 574 1808 2985 247
b 04 oo 558 1742 3271 343
b 05 oo 543 1473 3166 197
b 07 oo 624 1513 3061 281
b 08 oo 469 1097 2801 200
b 09 oo 615 1345 3346 222
b 10 oo 613 1561 2856 259
b 11 oo 593 1507 2997 271
b 12 oo 588 1578 3113 325
b 13 oo 626 1578 2786 244
b 14 oo 494 1245 3037 179
b 15 oo 570 1423 3457 329
b 16 oo 615 1397 3109 261
b 17 oo 508 1245 2885 247
b 18 oo 563 1585 2841 189
b 19 oo 578 1574 3026 294
b 21 oo 531 1540 2931 270
b 22 oo 627 1703 2883 232
b 23 oo 561 1627 3037 206
b 24 oo 493 1248 2751 169
b 25 oo 512 1260 2826 254
b 26 oo 546 1254 3333 303
b 27 oo 622 1417 2993 174
b 28 oo 492 1200 2622 213
b 29 oo 684 1623 3019 221
g 01 oo 499 1440 2980 224
g 02 oo 639 1518 3253 206
g 04 oo 564 1613 3065 367
g 05 oo 504 1440 3000 375
g 06 oo 545 1307 3032 234
g 07 oo 507 1720 2978 186
g 08 oo 585 1636 2941 292
g 09 oo 595 1737 3235 284
g 10 oo 667 1446 3220 268
g 11 oo 627 1515 3034 310
g 12 oo 571 1819 3274 214
g 13 oo 563 1577 3159 269
g 14 oo 498 1491 2924 314
g 15 oo 597 1599 3270 298
g 17 oo 643 1860 3306 188
g 18 oo 556 1558 3490 211
g 19 oo 682 1571 3394 155
g 20 oo 512 1644 3483 241
g 21 oo 575 1580 3509 179
m 01 uh 670 1178 2566 292
m 02 uh 642 998 2682 173
m 03 uh 622 1075 2622 297
m 04 uh 650 1036 2697 211
m 06 uh 629 1146 2643 169
m 07 uh 651 1176 2564 185
m 08 uh 626 1159 2643 242
m 09 uh 602 1336 2690 203
m 10 uh 658 1410 2720 183
m 11 uh 619 1241 2455 295
m 13 uh 636 1153 2756 172
m 14 uh 631 1133 2560 227
m 16 uh 573 1152 2604 146
m 17 uh 663 1166 2177 176
m 18 uh 610 1168 2529 193
m 19 uh 637 1295 2757 183
m 20 uh 623 1163 2555 189
m 21 uh 593 1254 2302 139
m 22 uh 622 1155 2606 226
m 23 uh 617 1071 2685 202
m 24 uh 628 1223 2609 201
m 25 uh 601 1214 2305 212
m 26 uh 593 1213 2329 230
m 27 uh 662 1166 2553 166
m 28 uh 682 1192 2774 168
m 29 uh 623 1207 2455 145
m 30 uh 560 1118 2503 199
m 31 uh 622 1285 2472 128
m 32 uh 666 1135 2471 143
m 33 uh 575 1130 2489 204
m 34 uh 583 1187 2627 177
m 35 uh 561 1343 2498 219
m 36 uh 630 1328 2554 171
m 37 uh 596 1053 2282 169
m 38 uh 602 1176 2495 155
m 39 uh 608 1167 2523 193
m 40 uh 612 1317 2608 201
m 41 uh 628 1172 2626 181
m 42 uh 631 1241 2276 242
m 44 uh 650 1154 2640 208
m 45 uh 670 1061 2703 194
m 47 uh 566 1040 2476 198
m 48 uh 600 1182 2471 188
m 49 uh 618 1228 2718 166
m 50 uh 622 1163 2370 176
w 01 uh 803 1501 2989 246
w 02 uh 788 1547 2917 345
w 03 uh 789 1291 2877 206
w 04 uh 731 1552 3111 331
w 05 uh 693 1381 2560 290
w 06 uh 795 1362 2671 233
w 07 uh 854 1401 2756 209
w 08 uh 716 1634 3119 207
w 09 uh 809 1391 2927 193
w 10 uh 680 1499 2885 256
w 11 uh 773 1614 2813 266
w 12 uh 817 1604 2649 248
w 13 uh 739 1320 2596 221
w 14 uh 742 1352 2960 206
w 15 uh 700 1338 2750 288
w 16 uh 824 1459 2924 250
w 17 uh 705 1166 2890 183
w 19 uh 839 1555 3003 286
w 20 uh 642 1338 2938 249
w 21 uh 701 1318 2881 330
w 22 uh 777 1397 3033 209
w 23 uh 686 1477 2698 220
w 24 uh 769 1382 3035 250
w 25 uh 815 1427 3002 309
w 26 uh 678 1397 2861 187
w 27 uh 823 1419 3051 195
w 28 uh 700 1580 3018 194
w 29 uh 885 1580 3078 200
w 30 uh 835 1507 2834 208
w 31 uh 756 1531 2871 199
w 32 uh 685 1100 2510 224
w 33 uh 828 1454 3287 193
w 34 uh 764 1359 2875 164
w 35 uh 729 1435 3109 215
w 36 uh 761 1380 3042 365
w 37 uh 809 1468 3153 325
w 38 uh 818 1516 2970 214
w 39 uh 710 1293 2623 233
w 40 uh 755 1427 2965 233
w 41 uh 827 1416 3022 201
w 42 uh 736 1300 2829 156
w 44 uh 678 1229 2590 251
w 45 uh 780 1380 2854 274
w 46 uh 693 1277 2935 200
w 47 uh 712 1499 2757 206
w 48 uh 733 1378 2891 208
w 49 uh 796 1271 3197 215
w 50 uh 811 1450 2938 262
b 01 uh 632 1573 2913 205
b 02 uh 731 1550 3363 161
b 03 uh 823 1655 2926 226
b 04 uh 756 1672 3183 293
b 05 uh 637 1424 3328 150
b 07 uh 822 1489 3281 310
b 08 uh 667 1442 2882 242
b 09 uh 695 1423 3210 228
b 10 uh 612 1432 3046 248
b 11 uh 699 1454 2765 266
b 12 uh 762 1721 3234 298
b 13 uh 639 1454 3098 250
b 14 uh 697 1305 3167 215
b 15 uh 654 NaN 3466 307
b 16 uh 739 1411 3122 300
b 17 uh 696 1297 2881 239
b 18 uh 780 1428 3070 233
b 19 uh 754 1742 3002 241
b 21 uh 632 1352 2740 254
b 22 uh 746 1552 3044 296
b 23 uh 863 1566 3134 219
b 24 uh 685 1485 2679 158
b 25 uh 688 1251 2795 223
b 26 uh 670 1538 3264 292
b 27 uh 763 1522 2931 172
b 28 uh 667 1400 3017 212
b 29 uh 778 1422 3266 243
g 01 uh 740 1502 3001 200
g 02 uh 882 1623 3434 215
g 04 uh 784 1614 3392 275
g 05 uh 897 1494 2960 290
g 06 uh 754 1430 3034 218
g 07 uh 620 1579 2861 286
g 08 uh 695 1832 3000 303
g 09 uh 756 1579 3388 248
g 10 uh 880 1680 3280 222
g 11 uh 701 1563 3058 227
g 12 uh 796 1669 3254 226
g 13 uh 738 1626 3315 232
g 14 uh 633 1454 2986 259
g 15 uh 684 1732 3241 302
g 17 uh 782 1622 3171 215
g 18 uh 744 1854 3360 226
g 19 uh 885 1629 3430 184
g 20 uh 1045 1609 3456 210
g 21 uh 646 1578 3366 177
m 01 uw 374 931 2433 281
m 02 uw 319 938 2091 257
m 03 uw 360 953 2505 420
m 04 uw 422 1299 2347 288
m 06 uw 366 919 2378 231
m 07 uw 326 997 2384 231
m 08 uw 382 1058 2334 239
m 09 uw 384 1234 2418 296
m 10 uw 338 1087 2515 237
m 11 uw 319 936 2187 327
m 13 uw 371 793 2719 240
m 14 uw 379 1123 2383 260
m 16 uw 382 994 2372 183
m 17 uw 339 860 2013 210
m 18 uw 415 1016 2465 264
m 19 uw 455 1181 2616 226
m 20 uw 370 889 2324 284
m 21 uw 372 1010 2136 196
m 22 uw 387 1123 2426 275
m 23 uw 389 959 2441 230
m 24 uw 435 1137 2395 239
m 25 uw 372 972 2316 204
m 26 uw 374 921 2288 225
m 27 uw 371 950 2264 207
m 28 uw 377 888 2416 197
m 29 uw 401 980 2460 185
m 30 uw 313 861 2374 288
m 31 uw 379 982 2407 171
m 32 uw 402 809 2466 185
m 33 uw 373 931 2381 241
m 34 uw 377 1008 2308 244
m 35 uw 357 1130 2300 254
m 36 uw 388 982 2316 265
m 37 uw 409 846 2073 193
m 38 uw 377 1063 2238 195
m 39 uw 387 967 2257 250
m 40 uw 316 893 2385 205
m 41 uw 437 1085 2305 200
m 42 uw 435 1070 2416 256
m 44 uw 365 999 2270 219
m 45 uw 437 871 2393 245
m 47 uw 413 1193 2164 250
m 48 uw 378 893 2455 212
m 49 uw 374 887 2478 125
m 50 uw 389 1033 2375 222
w 01 uw 503 1068 2810 281
w 02 uw 435 1384 2804 409
w 03 uw 431 788 2717 271
w 04 uw 436 1415 2843 430
w 05 uw 455 994 2612 328
w 06 uw 437 1113 2676 311
w 07 uw 384 1084 2929 384
w 08 uw 503 1514 2816 287
w 09 uw 504 1096 2665 265
w 10 uw 473 1113 2626 351
w 11 uw 461 1627 2761 377
w 12 uw 477 998 2690 300
w 13 uw 445 1136 2692 298
w 14 uw 483 1117 2707 241
w 15 uw 466 778 2699 298
w 16 uw 440 1122 2856 268
w 17 uw 436 911 2724 266
w 19 uw 506 1030 2575 293
w 20 uw 360 1034 2731 283
w 21 uw 491 1260 2502 378
w 22 uw 391 971 2945 310
w 23 uw 431 1003 2366 363
w 24 uw 525 1065 2942 327
w 25 uw 448 1369 2921 382
w 26 uw 445 881 2580 333
w 27 uw 503 963 2776 234
w 28 uw 508 1001 2763 182
w 29 uw 510 917 2757 274
w 30 uw 502 1050 2695 274
w 31 uw 488 1119 2702 277
w 32 uw 477 1184 2610 242
w 33 uw 504 1068 3121 291
w 34 uw 483 938 2835 244
w 35 uw 448 1463 2693 294
w 36 uw 438 1711 2636 405
w 37 uw 437 1178 2852 406
w 38 uw 504 1041 2838 277
w 39 uw 429 827 2719 266
w 40 uw 438 1078 2774 296
w 41 uw 450 916 2959 235
w 42 uw 474 974 2540 272
w 44 uw 430 954 2491 346
w 45 uw 415 1001 2556 340
w 46 uw 362 1351 2879 302
w 47 uw 482 987 2781 272
w 48 uw 458 1163 2651 265
w 49 uw 467 993 2802 248
w 50 uw 491 1317 2680 308
b 01 uw 502 1540 3176 253
b 02 uw 559 1312 2870 327
b 03 uw 506 2378 2991 304
b 04 uw 503 1104 3346 292
b 05 uw 481 1226 3131 260
b 07 uw 609 1658 2644 303
b 08 uw 440 1124 3117 262
b 09 uw 503 1119 3100 211
b 10 uw 463 1676 2976 275
b 11 uw 430 1448 2896 246
b 12 uw 503 1255 3105 313
b 13 uw 435 1312 2715 233
b 14 uw 418 940 2567 263
b 15 uw 548 1123 3152 324
b 16 uw 491 1467 2936 274
b 17 uw 505 1296 2619 228
b 18 uw 548 1377 2702 269
b 19 uw 550 1114 3012 270
b 21 uw 504 997 2826 320
b 22 uw 504 1515 2952 243
b 23 uw 557 NaN 3111 251
b 24 uw 438 1336 3117 214
b 25 uw 436 1170 NaN 286
b 26 uw 449 916 3002 320
b 27 uw 495 1283 3033 233
b 28 uw 434 1297 2694 255
b 29 uw 498 1509 2866 302
g 01 uw 500 1724 2988 327
g 02 uw 435 1059 3389 236
g 04 uw 556 1736 3005 300
g 05 uw 437 1733 3208 378
g 06 uw 480 1011 2574 246
